journals/lncs/Pletat91;The Knowledge Representation Language L-LILOG.;2011-06-14;1991;357-379;db/journals/lncs/lncs546.html#Pletat91;http://dx.doi.org/10.1007/3-540-54594-8_69;journals/lncs/1991-546
journals/lncs/BhargavaJSD93;Transition From A Relation To Object Model Implementation.;2011-06-14;1993;87-103;db/journals/lncs/lncs759.html#BhargavaJSD93;http://dx.doi.org/10.1007/3-540-57507-3_5;journals/lncs/1993-759
journals/lncs/Ridoux94;Imagining CLP(A, equiv alpha beta);2011-06-14;1994;209-230;db/journals/lncs/lncs910.html#Ridoux94;http://dx.doi.org/10.1007/3-540-59155-9_12;journals/lncs/1994-910
journals/lncs/BollingerLP91;The LILOG Inference Engine.;2011-06-14;1991;402-427;db/journals/lncs/lncs546.html#BollingerLP91;http://dx.doi.org/10.1007/3-540-54594-8_72;journals/lncs/1991-546
journals/lncs/Novak91;Integrating a Generation Component into a Natural Language Understanding System.;2011-06-14;1991;659-669;db/journals/lncs/lncs546.html#Novak91;http://dx.doi.org/10.1007/3-540-54594-8_85;journals/lncs/1991-546
journals/lncs/DorreR91;The STUF Workbench.;2011-06-14;1991;55-62;db/journals/lncs/lncs546.html#DorreR91;http://dx.doi.org/10.1007/3-540-54594-8_51;journals/lncs/1991-546
journals/lncs/Ludewig91;Incremental Vocabulary Extensions in Text Understanding Systems.;2011-06-14;1991;153-166;db/journals/lncs/lncs546.html#Ludewig91;http://dx.doi.org/10.1007/3-540-54594-8_59;journals/lncs/1991-546
journals/lncs/Benhamou94;Interval Constraint Logic Programming;2011-06-14;1994;1-21;db/journals/lncs/lncs910.html#Benhamou94;http://dx.doi.org/10.1007/3-540-59155-9_1;journals/lncs/1994-910
journals/lncs/WachsmuthG91;Knowledge Packets and Knowledge Packet Structure.;2011-06-14;1991;380-393;db/journals/lncs/lncs546.html#WachsmuthG91;http://dx.doi.org/10.1007/3-540-54594-8_70;journals/lncs/1991-546
journals/lncs/Kirchner94;On the Use of Constraints in Automated Deduction;2011-06-14;1994;128-146;db/journals/lncs/lncs910.html#Kirchner94;http://dx.doi.org/10.1007/3-540-59155-9_8;journals/lncs/1994-910
journals/lncs/Browne93;Communication and Synchronization Issues in Distributed Multimedia Database Systems.;2011-06-14;1993;381-396;db/journals/lncs/lncs759.html#Browne93;http://dx.doi.org/10.1007/3-540-57507-3_19;journals/lncs/1993-759
journals/lncs/BorkelG91;A Knowledge Engineering Environment for LILOG.;2011-06-14;1991;482-489;db/journals/lncs/lncs546.html#BorkelG91;http://dx.doi.org/10.1007/3-540-54594-8_77;journals/lncs/1991-546
journals/lncs/SheuP93;The Architecture of an Object Base Environment for Simulation.;2011-06-14;1993;65-85;db/journals/lncs/lncs759.html#SheuP93;http://dx.doi.org/10.1007/3-540-57507-3_4;journals/lncs/1993-759
journals/lncs/SchillerS91;Morphological Processing in the Two-Level Paradigm.;2011-06-14;1991;112-126;db/journals/lncs/lncs546.html#SchillerS91;http://dx.doi.org/10.1007/3-540-54594-8_56;journals/lncs/1991-546
journals/procedia/BuchmayrKK11;A Simulator for Generating and Visualizing Sensor Data for Ambient Intelligence Environments.;2013-07-10;2011;90-97;db/journals/procedia/procedia5.html#BuchmayrKK11;http://dx.doi.org/10.1016/j.procs.2011.07.014;conf/ant/2011
journals/procedia/OgataUSKI12;Relationship between age-related decline of cognitive functions and willingness to work using a computer.;2013-06-17;2012;255-260;db/journals/procedia/procedia8.html#OgataUSKI12;http://dx.doi.org/10.1016/j.procs.2012.01.054;conf/cser/2012
journals/procedia/TianSCC11;AUC Maximizing Support Vector Machines with Feature Selection.;2013-06-05;2011;1691-1698;db/journals/procedia/procedia4.html#TianSCC11;http://dx.doi.org/10.1016/j.procs.2011.04.183;conf/iccS/2011
journals/procedia/BahreiniNW12;FILTWAM - A Framework for Online Affective Computing in Serious Games.;2013-06-17;2012;45-52;db/journals/procedia/procedia15.html#BahreiniNW12;http://dx.doi.org/10.1016/j.procs.2012.10.057;conf/vsgames/2012
journals/procedia/SanzgiriJU12;The Early (tweet-ing) Bird Spreads the Worm: An Assessment of Twitter for Malware Propagation.;2013-07-10;2012;705-712;db/journals/procedia/procedia10.html#SanzgiriJU12;http://dx.doi.org/10.1016/j.procs.2012.06.090;conf/ant/2012
journals/procedia/OmarovaIG12;An Alternative Approach to Identifying and Appraising Adaptive Loops in Complex Organizations.;2013-11-28;2012;56-62;db/journals/procedia/procedia12.html#OmarovaIG12;http://dx.doi.org/10.1016/j.procs.2012.09.029;conf/complexsystems/2012
journals/procedia/BernsdorfWB11;Two Complementary Approaches for Integrating a Lattice Boltzmann Flow Solver into Simulation Frameworks.;2013-06-05;2011;1014-1020;db/journals/procedia/procedia4.html#BernsdorfWB11;http://dx.doi.org/10.1016/j.procs.2011.04.107;conf/iccS/2011
journals/procedia/ClarkJ12a;Flight test results for UAVs using boid guidance algorithms.;2013-06-17;2012;232-238;db/journals/procedia/procedia8.html#ClarkJ12a;http://dx.doi.org/10.1016/j.procs.2012.01.048;conf/cser/2012
journals/procedia/Frank12;Engineering Systems Thinking: Cognitive Competencies of Successful Systems Engineers.;2013-06-17;2012;273-278;db/journals/procedia/procedia8.html#Frank12;http://dx.doi.org/10.1016/j.procs.2012.01.057;conf/cser/2012
journals/procedia/ValletKMSB12;Simultaneous RSS-based Localization and Model Calibration in Wireless Networks With a Mobile Robot.;2013-07-10;2012;1106-1113;db/journals/procedia/procedia10.html#ValletKMSB12;http://dx.doi.org/10.1016/j.procs.2012.06.157;conf/ant/2012
journals/procedia/LandQMG11;A new tool for survival analysis: evolutionary programming/evolutionary strategies (EP/ES) support vector regression hybrid using both censored / non-censored (event) data.;2013-11-28;2011;267-272;db/journals/procedia/procedia6.html#LandQMG11;http://dx.doi.org/10.1016/j.procs.2011.08.050;conf/complexsystems/2011
journals/procedia/KuchenE12;Data Parallel Skeletons in Java.;2013-06-05;2012;1817-1826;db/journals/procedia/procedia9.html#KuchenE12;http://dx.doi.org/10.1016/j.procs.2012.04.200;conf/iccS/2012
journals/procedia/DethierMM11;Lattice Boltzmann Simulation Code Optimization Based on Constant-time Circular Array Shifting.;2013-06-05;2011;1004-1013;db/journals/procedia/procedia4.html#DethierMM11;http://dx.doi.org/10.1016/j.procs.2011.04.106;conf/iccS/2011
journals/procedia/WangA12;Early Cloud Experiences with the Kepler Scientific Workflow System.;2013-06-05;2012;1630-1634;db/journals/procedia/procedia9.html#WangA12;http://dx.doi.org/10.1016/j.procs.2012.04.179;conf/iccS/2012
journals/procedia/AkundiZS12;UML Profile and Extensions for Complex Approval Systems with Complementary Levels of Abstraction.;2013-11-28;2012;75-80;db/journals/procedia/procedia12.html#AkundiZS12;http://dx.doi.org/10.1016/j.procs.2012.09.032;conf/complexsystems/2012
journals/procedia/Wei11;Algorithm for waiting time distribution of a discrete-time multiserver queue with deterministic service times and multi-threshold service policy.;2013-06-05;2011;1383-1392;db/journals/procedia/procedia4.html#Wei11;http://dx.doi.org/10.1016/j.procs.2011.04.149;conf/iccS/2011
journals/procedia/AnacletoFS12;Transforming a Paper based Process to a Natural user Interfaces Process in a Chronic Care Hospital.;2013-06-20;2012;173-180;db/journals/procedia/procedia14.html#AnacletoFS12;http://dx.doi.org/10.1016/j.procs.2012.10.020;conf/dsai/2012
journals/procedia/MoriK11;Modified SPEA2 for Probabilistic Reliability Assessment in Smart Grids.;2013-11-28;2011;435-440;db/journals/procedia/procedia6.html#MoriK11;http://dx.doi.org/10.1016/j.procs.2011.08.082;conf/complexsystems/2011
journals/procedia/ShetEFPBB11;Strategies for Fault Tolerance in Multicomponent Applications.;2013-06-05;2011;2287-2296;db/journals/procedia/procedia4.html#ShetEFPBB11;http://dx.doi.org/10.1016/j.procs.2011.04.249;conf/iccS/2011
journals/procedia/SchmidtM12;Fourth Workshop on using Emerging Parallel Architectures.;2013-06-05;2012;1867-1869;db/journals/procedia/procedia9.html#SchmidtM12;http://dx.doi.org/10.1016/j.procs.2012.05.001;conf/iccS/2012
journals/procedia/HaghnevisSA11;An Integrated Optimization and Agent-Based Framework for the U.S. Power System.;2013-11-28;2011;451-456;db/journals/procedia/procedia6.html#HaghnevisSA11;http://dx.doi.org/10.1016/j.procs.2011.08.084;conf/complexsystems/2011
journals/procedia/GeorgievVG11;Feature Selection for Multiclass Problems Based on Information Weights.;2013-11-28;2011;189-194;db/journals/procedia/procedia6.html#GeorgievVG11;http://dx.doi.org/10.1016/j.procs.2011.08.036;conf/complexsystems/2011
journals/procedia/DangS12;The Sliced COO Format for Sparse Matrix-Vector Multiplication on CUDA-enabled GPUs.;2013-06-05;2012;57-66;db/journals/procedia/procedia9.html#DangS12;http://dx.doi.org/10.1016/j.procs.2012.04.007;conf/iccS/2012
journals/procedia/HossainSM12;The Integration and Impact of Effective Knowledge Management Systems in the Advancement of the Decision Making Process in Complex Organizations to Realize Economic Growth.;2013-06-17;2012;100-105;db/journals/procedia/procedia8.html#HossainSM12;http://dx.doi.org/10.1016/j.procs.2012.01.020;conf/cser/2012
journals/procedia/GajurelB12;A Simple NOVCA: Near Optimal Vertex Cover Algorithm.;2013-06-05;2012;747-753;db/journals/procedia/procedia9.html#GajurelB12;http://dx.doi.org/10.1016/j.procs.2012.04.080;conf/iccS/2012
journals/procedia/MasinLSBGMR13;Pluggable Analysis Viewpoints for Design Space Exploration.;2013-06-17;2013;226-235;db/journals/procedia/procedia16.html#MasinLSBGMR13;http://dx.doi.org/10.1016/j.procs.2013.01.024;conf/cser/2013
journals/procedia/CorrieroCM11;An approach to use FB-AODV with Android.;2013-07-10;2011;336-343;db/journals/procedia/procedia5.html#CorrieroCM11;http://dx.doi.org/10.1016/j.procs.2011.07.044;conf/ant/2011
journals/procedia/Sedano12;Workshop: Designing games for Specific Contexts.;2013-06-17;2012;328-339;db/journals/procedia/procedia15.html#Sedano12;http://dx.doi.org/10.1016/j.procs.2012.10.097;conf/vsgames/2012
journals/procedia/HedrickP12;Authoring Relational Queries on the Mobile Devices.;2013-07-10;2012;752-757;db/journals/procedia/procedia10.html#HedrickP12;http://dx.doi.org/10.1016/j.procs.2012.06.096;conf/ant/2012
journals/procedia/KolarzMKZ12;Multi-agent Environment for Modelling and Analysing Market Strategies.;2013-06-05;2012;1533-1542;db/journals/procedia/procedia9.html#KolarzMKZ12;http://dx.doi.org/10.1016/j.procs.2012.04.168;conf/iccS/2012
journals/procedia/EdwardsRZM12;Design of Hadoop-based Framework for Analytics of Large Synchrophasor Datasets.;2013-11-28;2012;254-258;db/journals/procedia/procedia12.html#EdwardsRZM12;http://dx.doi.org/10.1016/j.procs.2012.09.065;conf/complexsystems/2012
journals/procedia/YiG11;Extensive Parameterization And Tuning of Architecture-Sensitive Optimizations.;2013-06-05;2011;2156-2165;db/journals/procedia/procedia4.html#YiG11;http://dx.doi.org/10.1016/j.procs.2011.04.236;conf/iccS/2011
journals/procedia/JeddaKM12;Connected Coverage for RFID and Wireless Sensor Networks.;2013-07-10;2012;1046-1051;db/journals/procedia/procedia10.html#JeddaKM12;http://dx.doi.org/10.1016/j.procs.2012.06.146;conf/ant/2012
journals/procedia/DuLD12;High Performance Dense Linear System Solver with Resilience to Multiple Soft Errors.;2013-06-05;2012;216-225;db/journals/procedia/procedia9.html#DuLD12;http://dx.doi.org/10.1016/j.procs.2012.04.023;conf/iccS/2012
journals/procedia/KarampiperisMK12;Using a POWDER Triple Store for Boosting the Real-time Performance of Global Agricultural Data Infrastructures.;2013-06-05;2012;1578-1587;db/journals/procedia/procedia9.html#KarampiperisMK12;http://dx.doi.org/10.1016/j.procs.2012.04.173;conf/iccS/2012
journals/procedia/DersinghISR11;OLSR-based Topology Discovery for Mobile Situational Awareness Systems.;2013-07-10;2011;418-425;db/journals/procedia/procedia5.html#DersinghISR11;http://dx.doi.org/10.1016/j.procs.2011.07.054;conf/ant/2011
journals/procedia/PondWMCMG12;Allocation of Communications to Reduce Mental Workload.;2013-06-17;2012;242-248;db/journals/procedia/procedia8.html#PondWMCMG12;http://dx.doi.org/10.1016/j.procs.2012.01.052;conf/cser/2012
journals/procedia/JacobSCR12;Towards Location-based Augmented Reality games.;2014-10-04;2012;318-319;db/journals/procedia/procedia15.html#JacobSCR12;http://dx.doi.org/10.1016/j.procs.2012.10.093;conf/vsgames/2012
journals/procedia/LyubimovaLGKK11;Solvation structure and gelation ability of polyelectrolytes: predictions by quantum chemistry methods and integral equation theory of molecular liquids.;2013-06-05;2011;1186-1192;db/journals/procedia/procedia4.html#LyubimovaLGKK11;http://dx.doi.org/10.1016/j.procs.2011.04.127;conf/iccS/2011
journals/procedia/AtanasovW11;Query-driven Multiscale Data Postprocessing in Computational Fluid Dynamics.;2013-06-05;2011;332-341;db/journals/procedia/procedia4.html#AtanasovW11;http://dx.doi.org/10.1016/j.procs.2011.04.035;conf/iccS/2011
journals/procedia/Sato-Ilic12a;On Fuzzy Clustering based Correlation.;2013-11-28;2012;230-235;db/journals/procedia/procedia12.html#Sato-Ilic12a;http://dx.doi.org/10.1016/j.procs.2012.09.061;conf/complexsystems/2012
journals/procedia/LiXZY12;Motifs and Motif Generalization in Chinese Word Networks.;2013-06-05;2012;550-556;db/journals/procedia/procedia9.html#LiXZY12;http://dx.doi.org/10.1016/j.procs.2012.04.059;conf/iccS/2012
